RedFighter,BlueFighter,DaysSinceFirstFight,Location,Country,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueHeightMt,BlueReachMt,BlueWeightKg,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedHeightMt,RedReachMt,RedWeightKg,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,BMatchWCRank,RMatchWCRank,RWFlyweightRank,RWFeatherweightRank,RWStrawweightRank,RWBantamweightRank,RHeavyweightRank,RLightHeavyweightRank,RMiddleweightRank,RWelterweightRank,RLightweightRank,RFeatherweightRank,RBantamweightRank,RFlyweightRank,RPFPRank,BWFlyweightRank,BWFeatherweightRank,BWStrawweightRank,BWBantamweightRank,BHeavyweightRank,BLightHeavyweightRank,BMiddleweightRank,BWelterweightRank,BLightweightRank,BFeatherweightRank,BBantamweightRank,BFlyweightRank,BPFPRank,FinishRound,FinishRoundInSeconds,TotalFightTimeMins,DaysSinceLastFight_Red,DaysSinceLastFight_Blue,Momentum_Red,Momentum_Blue,BlueStance_Open Stance,BlueStance_Orthodox,BlueStance_Southpaw,BlueStance_Switch,BlueStance_Switch ,RedStance_Orthodox,RedStance_Southpaw,RedStance_Switch,Winner_Red,TitleBout_True,WeightClass_Catch Weight,WeightClass_Featherweight,WeightClass_Flyweight,WeightClass_Heavyweight,WeightClass_Light Heavyweight,WeightClass_Lightweight,WeightClass_Middleweight,WeightClass_Welterweight,WeightClass_Women's Bantamweight,WeightClass_Women's Featherweight,WeightClass_Women's Flyweight,WeightClass_Women's Strawweight,Gender_MALE,Finish_DQ,Finish_KO/TKO,Finish_M-DEC,Finish_Overturned,Finish_S-DEC,Finish_SUB,Finish_U-DEC,BetterRank_Red,BetterRank_neither
1749,1857,10,31,21,3,0,3,0,17.5,0.468,3.0,0.5,0.5,3,1,7,0,1,0,0,0,2,0,3,2.11,2.13,120.2,0,1,0,8.0,0.22,0.0,1.0,0.5,1,0,1,1,0,0,0,1,0,0,1,1.83,1.83,119.29,33,22,0,2,2,2,-1,6,-1,-1,2,27.94,30.48,11,9.5,3.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39,0.65,0.0,0.0,0,0,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
1144,1898,10,31,21,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.7,1.78,70.31,0,1,0,23.6154,0.491,0.8462,1.5385,0.475,6,3,28,3,0,0,1,2,6,1,10,1.78,1.88,65.77,33,31,0,-1,-6,-10,3,-28,-3,-3,-6,-7.62,-10.16,2,-23.6154,-0.8462,-1.5385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,172,12.87,0.0,0.0,0,0,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
296,731,10,31,21,3,0,1,0,13.0,0.354,1.0,4.7,0.552,3,4,24,0,0,0,4,0,2,0,6,1.78,1.8,70.31,4,0,0,28.8889,0.494,0.2222,2.2222,0.342,2,6,26,2,0,0,2,1,0,0,3,1.7,1.78,70.31,34,26,4,1,1,3,2,-2,-2,-1,2,7.62,2.54,8,-15.8889,0.7778,2.4778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,253,4.22,0.0,0.0,0,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
1142,1336,20,1,22,3,0,2,0,27.6667,0.483,0.6667,1.0,0.387,2,1,5,0,0,1,0,1,0,0,2,1.83,1.83,83.91,0,1,0,20.8889,0.434,1.4444,0.3333,0.333,3,3,16,1,0,1,1,2,2,0,6,1.98,2.01,83.91,27,32,0,1,-1,-4,2,-11,-1,-1,-2,-15.24,-17.78,-5,6.7778,-0.7778,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,170,7.83,0.0,0.0,0,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
1585,1373,20,1,22,3,1,0,0,9.5,0.285,0.0,2.0,0.33,1,1,3,0,0,0,0,1,0,0,1,1.8,1.77,70.31,1,0,0,37.6,0.298,0.6,1.6,0.732,2,2,13,0,0,0,3,0,0,0,3,1.75,1.78,70.31,25,28,0,0,-1,-2,1,-10,0,1,0,5.08,-1.27,-3,-28.1,-0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,221,8.68,0.0,0.0,0,0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
1004,1476,20,1,22,3,2,0,0,5.5,0.36,0.0,0.0,0.0,0,2,2,0,0,0,0,0,0,0,0,1.88,1.96,111.13,0,1,0,26.0,0.26,0.0,0.0,0.0,1,0,3,0,0,1,0,0,0,0,1,1.83,1.83,108.86,30,36,-2,-1,-1,-1,-2,-1,0,0,0,5.08,12.7,-6,-20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,300,15.0,0.0,0.0,0,0,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
1518,1682,20,1,22,3,0,2,0,28.6667,0.293,2.3333,3.0,0.803,2,1,8,0,0,1,0,0,1,0,2,1.75,1.8,77.11,0,2,0,30.0,0.455,1.0,0.5,0.5,2,0,4,0,0,0,0,1,1,0,2,1.88,1.93,77.11,25,25,0,0,0,0,-1,4,0,-1,0,-12.7,-12.7,0,-1.3333,1.3333,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,300,15.0,0.0,0.0,0,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True
71,1603,20,1,22,3,0,1,0,48.0,0.46,1.0,3.0,0.75,1,0,3,0,0,0,1,0,0,0,1,1.88,2.01,92.99,0,1,0,6.0,0.26,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,1.96,2.01,92.99,23,25,0,0,0,0,0,2,0,-1,0,-7.62,0.0,-2,42.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,295,4.92,0.0,0.0,0,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
454,229,20,1,22,3,1,0,0,58.75,0.375,0.25,0.0,0.0,3,1,11,0,0,1,1,1,0,0,3,1.78,1.85,77.11,0,1,0,11.5,0.44,0.5,0.0,0.0,1,1,2,1,0,0,0,0,1,0,1,1.85,1.9,77.11,27,32,-1,-1,2,2,0,9,-1,1,-1,-7.62,-5.08,-5,47.25,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,128,12.13,0.0,0.0,0,0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True
184,684,20,1,22,5,0,3,0,46.0,0.483,0.2857,4.0,0.347,3,1,18,0,0,0,4,1,1,0,6,1.68,1.73,65.77,0,2,0,38.75,0.624,0.6875,1.3125,0.416,3,5,45,9,0,0,1,5,4,1,11,1.75,1.78,70.31,31,28,0,1,0,-5,4,-27,-9,-5,-3,-7.62,-5.08,3,7.25,-0.4018,2.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,300,25.0,0.0,0.0,0,0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
105,533,20,1,22,5,0,1,0,12.2857,0.491,1.2857,1.5714,0.42,5,1,12,0,0,0,1,0,5,0,6,1.85,1.83,77.11,0,10,0,30.2,0.77,0.3,0.2,0.2,10,0,19,6,0,0,1,7,2,0,10,1.88,1.96,83.91,34,32,0,-9,-5,-4,-1,-7,-6,-7,3,-2.54,-12.7,2,-17.9143,0.9857,1.3714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,300,25.0,0.0,0.0,0,0,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
1366,1665,20,1,22,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.78,1.78,83.91,0,1,0,21.0476,0.552,0.7143,2.2381,0.58,6,5,45,12,0,0,5,5,4,2,16,1.75,1.85,77.11,36,43,0,-1,-6,-16,5,-45,-12,-7,-4,2.54,-7.62,-7,-21.0476,-0.7143,-2.2381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,280,14.67,0.0,0.0,0,0,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True
1921,1627,20,1,22,3,0,2,0,32.25,0.343,1.75,2.75,0.36,2,2,12,0,0,0,2,0,0,0,2,1.73,1.78,77.11,0,4,0,25.4286,0.437,1.1429,0.1429,0.143,4,2,16,0,0,0,1,1,3,0,5,1.85,1.85,70.31,24,25,0,-2,-2,-3,0,-4,0,-1,-3,-12.7,-7.62,-1,6.8214,0.6071,2.6071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,270,9.5,0.0,0.0,0,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
1887,1000,48,86,3,3,0,2,0,28.0,0.525,2.0,3.5,0.25,2,0,4,0,0,0,1,1,0,0,2,1.75,1.75,83.91,0,1,0,28.0,0.547,0.0,1.6667,0.427,1,1,7,0,0,1,0,1,0,0,2,1.78,1.83,70.31,26,26,0,1,1,0,1,-3,0,0,0,-2.54,-7.62,0,0.0,2.0,1.8333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,300,15.0,0.0,0.0,0,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True
1319,1009,48,86,3,3,1,0,0,9.5,0.339,0.25,1.25,0.333,2,4,13,0,1,0,0,1,1,1,4,1.83,1.85,77.11,2,0,0,23.0,0.498,0.9167,0.9167,0.313,6,4,23,0,0,1,1,2,4,0,8,1.78,1.78,77.11,36,30,1,0,-4,-4,0,-10,0,0,-3,5.08,7.62,6,-13.5,-0.6667,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,83,6.38,0.0,0.0,0,0,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True
886,993,48,86,3,3,1,0,0,7.0,0.09,0.0,1.0,0.25,0,1,3,0,0,0,0,0,0,0,0,1.85,1.88,83.91,2,0,0,12.2,0.598,1.0,0.8,0.232,2,5,19,0,0,0,0,2,3,0,5,1.9,2.03,83.91,34,25,1,0,-2,-5,4,-16,0,-2,-3,-5.08,-15.24,9,-5.2,-1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,162,2.7,0.0,0.0,0,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
2083,1431,48,86,3,3,1,0,0,6.0,0.33,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1.83,1.88,77.11,1,0,0,2.75,0.335,0.5,0.25,0.25,1,2,4,0,0,0,0,0,2,0,2,1.8,1.78,77.11,35,35,0,0,-1,-2,1,-3,0,0,-2,2.54,10.16,0,3.25,-0.5,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,300,15.0,0.0,0.0,0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True
1958,960,48,86,3,3,4,0,0,10.3333,0.533,1.8333,2.0,0.465,1,5,16,0,0,0,0,0,1,0,1,1.83,1.9,83.91,1,0,0,22.0,0.343,1.0,2.6667,0.173,2,1,7,0,0,0,1,0,1,0,2,1.83,1.88,92.99,26,32,-3,0,-1,-1,-4,9,0,0,0,0.0,2.54,-6,-11.6667,0.8333,-0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,130,7.17,0.0,0.0,0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
974,1941,48,86,3,3,2,0,0,11.3333,0.16,0.6667,0.6667,0.667,1,2,5,0,0,0,0,0,1,0,1,1.93,1.93,117.93,0,1,0,22.0,0.44,0.0,0.0,0.0,1,0,2,0,0,0,0,1,0,0,1,1.85,1.9,83.91,28,26,-2,-1,0,0,-2,3,0,-1,1,7.62,2.54,2,-10.6667,0.6667,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,300,15.0,0.0,0.0,0,0,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
1152,1368,48,86,3,3,0,1,0,14.0,0.41,0.0,0.0,0.0,1,0,2,0,0,0,0,1,0,0,1,1.9,2.01,120.2,0,1,0,27.0,0.4,1.0,4.0,1.0,1,0,3,0,0,0,1,0,0,0,1,1.88,1.96,106.59,36,31,0,0,0,0,0,-1,0,1,0,2.54,5.08,5,-13.0,-1.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,264,9.4,0.0,0.0,0,0,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
1576,33,48,86,3,3,0,1,0,26.5,0.384,0.4,0.3,0.164,2,4,21,0,0,1,0,2,2,1,6,1.88,1.85,83.91,1,0,0,22.0,0.428,0.1111,0.2222,0.092,4,5,21,2,0,1,1,2,0,0,4,1.8,1.8,77.11,30,26,1,1,-2,2,1,0,-2,1,2,7.62,5.08,4,4.5,0.2889,0.0778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,205,8.42,0.0,0.0,0,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
1780,912,48,86,3,3,0,1,0,24.75,0.464,0.375,0.75,0.438,2,4,19,0,0,0,1,2,0,1,4,1.73,1.8,65.77,0,2,0,53.75,0.248,0.0,0.125,0.125,2,4,22,0,0,1,3,0,0,0,4,1.75,1.78,70.31,26,23,0,-1,0,0,0,-3,0,3,0,-2.54,2.54,3,-29.0,0.375,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,300,15.0,0.0,0.0,0,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
1052,1583,48,86,3,3,0,2,0,17.5,0.41,0.0,0.0,0.0,2,0,2,0,0,0,0,2,0,0,2,1.75,1.93,77.11,0,2,0,17.6875,0.402,0.375,1.8125,0.541,5,4,32,0,0,0,4,5,3,0,12,1.78,1.85,77.11,32,27,0,0,-3,-10,4,-30,0,-3,-3,-2.54,7.62,5,-0.1875,-0.375,-1.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,300,15.0,0.0,0.0,0,0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True
1266,1379,48,86,3,5,1,0,0,48.25,0.563,0.5,1.5,0.228,2,2,12,1,0,0,0,2,0,0,2,1.85,1.93,92.99,0,8,0,43.5,0.59,0.875,1.125,0.415,8,0,22,2,0,0,5,2,1,0,8,1.85,1.88,83.91,31,28,-1,-8,-6,-6,-2,-10,-1,0,-1,0.0,5.08,3,4.75,-0.375,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,215,3.58,0.0,0.0,0,0,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
102,573,69,68,21,3,0,1,0,34.25,0.57,1.0,3.0,0.585,2,1,12,0,0,1,1,1,0,0,3,1.88,1.93,77.11,0,2,0,56.25,0.438,0.5,0.5,0.25,2,1,8,1,0,0,2,0,1,0,3,1.78,1.88,77.11,29,28,0,-1,0,0,0,4,-1,1,-1,10.16,5.08,1,-22.0,0.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,300,15.0,0.0,0.0,0,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True
918,1760,69,68,21,3,1,0,0,12.2,0.514,0.6,0.6,0.4,1,4,6,0,0,0,0,0,1,0,1,1.85,1.93,83.91,2,0,0,20.5,0.31,0.0,0.0,0.0,0,2,4,0,0,0,0,0,0,0,0,1.88,1.9,83.91,25,32,1,0,1,1,-2,2,0,0,1,-2.54,2.54,-7,-8.3,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,66,1.1,0.0,0.0,0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
6,959,69,68,21,3,1,0,0,3.0,0.15,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1.73,1.78,70.31,1,0,0,38.5,0.382,0.1667,0.8333,0.317,1,4,13,0,0,0,2,0,0,0,2,1.73,1.75,70.31,29,26,0,0,-1,-2,3,-12,0,0,0,0.0,2.54,3,-35.5,-0.1667,-0.8333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,300,15.0,0.0,0.0,0,0,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
1255,449,69,68,21,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.98,2.06,92.99,1,0,0,31.0,0.42,0.0,0.2,0.2,3,2,8,0,0,0,1,2,0,0,3,1.88,1.96,83.91,29,36,1,0,-3,-3,2,-8,0,-2,0,10.16,10.16,-7,-31.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,133,2.22,0.0,0.0,0,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
1396,2046,69,68,21,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.7,1.65,65.77,0,1,0,13.4,0.354,0.1,1.3,0.525,2,4,17,0,0,1,1,3,0,1,6,1.75,1.73,70.31,27,29,0,-1,-2,-6,4,-17,0,-4,0,-5.08,-7.72,-2,-13.4,-0.1,-1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,208,3.47,0.0,0.0,0,0,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
613,470,69,68,21,3,2,0,0,9.0,0.365,0.0,1.5,0.7,0,2,2,0,0,0,0,0,0,0,0,1.78,1.83,70.31,1,0,0,21.0,0.42,0.6667,2.6667,0.623,2,1,7,1,0,0,1,1,0,0,2,1.75,1.78,70.31,24,22,-1,0,-2,-2,-1,-5,-1,-1,0,2.54,5.2,2,-12.0,-0.6667,-1.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,300,15.0,0.0,0.0,0,0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
1951,1444,69,68,21,3,0,1,0,21.0,0.58,2.0,8.0,0.72,1,0,3,0,0,0,1,0,0,0,1,1.85,1.85,115.67,0,1,0,4.0,0.8,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,1.9,2.01,117.93,24,33,0,0,0,0,0,2,0,-1,0,-5.08,-15.24,-9,17.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,155,12.58,0.0,0.0,0,0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
558,986,69,68,21,3,0,3,0,43.0,0.467,1.0,4.6667,0.647,3,0,7,0,0,0,2,1,0,0,3,1.85,1.9,77.11,1,0,0,33.5385,0.431,1.0,1.3846,0.345,6,3,34,2,0,1,4,5,0,0,10,1.78,1.83,77.11,28,22,1,3,-3,-7,3,-27,-2,-4,0,7.62,7.62,6,9.4615,0.0,3.2821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,300,15.0,0.0,0.0,0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True
